,name,studio,series,combo,link
0,Janus,Marvel,02 - Collection Agency,(Marvel)(02 - Collection Agency),Janus (Marvel)(02 - Collection Agency)
0,Janus,Marvel,03 - Alpha Flight villain,(Marvel)(03 - Alpha Flight villain),Janus (Marvel)(03 - Alpha Flight villain)
0,Janus,Marvel,Animated,(Marvel)(Animated),Janus (Marvel)(Animated)
0,Janus,Marvel,Atlantean,(Marvel)(Atlantean),Janus (Marvel)(Atlantean)
0,Jaq,Marvel,,(Marvel),Jaq (Marvel)
0,Amos Jardine,Marvel,,(Marvel),Amos Jardine (Marvel)
0,Jargsa,Marvel,,(Marvel),Jargsa (Marvel)
0,Jarhead,Marvel,,(Marvel),Jarhead (Marvel)
0,Edwin Jarvis,Marvel,,(Marvel),Edwin Jarvis (Marvel)
0,Edwin Jarvis,Marvel,Adventures,(Marvel)(Adventures),Edwin Jarvis (Marvel)(Adventures)
0,Edwin Jarvis,Marvel,Animated,(Marvel)(Animated),Edwin Jarvis (Marvel)(Animated)
0,Edwin Jarvis,Marvel,Apes,(Marvel)(Apes),Edwin Jarvis (Marvel)(Apes)
0,Edwin Jarvis,Marvel,Earth-12101,(Marvel)(Earth-12101),Edwin Jarvis (Marvel)(Earth-12101)
0,Edwin Jarvis,Marvel,Earth-31117,(Marvel)(Earth-31117),Edwin Jarvis (Marvel)(Earth-31117)
0,Commander Edwin Jarvis,Marvel,Earth-Doom,(Marvel)(Earth-Doom),Commander Edwin Jarvis (Marvel)(Earth-Doom)
0,Edwin Jarvis,Marvel,House of M,(Marvel)(House of M),Edwin Jarvis (Marvel)(House of M)
0,Edwin Jarvis,Marvel,MC2,(Marvel)(MC2),Edwin Jarvis (Marvel)(MC2)
0,Edwin Jarvis,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Edwin Jarvis (Marvel)(Mini Marvels)
0,Ana Jarvis,Marvel,Movies,(Marvel)(Movies),Ana Jarvis (Marvel)(Movies)
0,Edwin Jarvis,Marvel,Movies,(Marvel)(Movies),Edwin Jarvis (Marvel)(Movies)
0,Edwin Jarvis,Marvel,Renew,(Marvel)(Renew),Edwin Jarvis (Marvel)(Renew)
0,Edwin Jarvis,Marvel,Skrull Infiltrator,(Marvel)(Skrull Infiltrator),Edwin Jarvis (Marvel)(Skrull Infiltrator)
0,Jarvis,Marvel,Ultimate - 02,(Marvel)(Ultimate - 02),Jarvis (Marvel)(Ultimate - 02)
0,Edwin Jarvis,Marvel,Ultimate,(Marvel)(Ultimate),Edwin Jarvis (Marvel)(Ultimate)
0,Edwin Jarvis,Marvel,Zombies,(Marvel)(Zombies),Edwin Jarvis (Marvel)(Zombies)
0,Jasmine,Marvel,,(Marvel),Jasmine (Marvel)
0,Jasmine,Marvel,02,(Marvel)(02),Jasmine (Marvel)(02)
0,Jason,Marvel,,(Marvel),Jason (Marvel)
0,Jason,Marvel,,(Marvel),Jason (Marvel)
0,Jason,Marvel,,(Marvel),Jason (Marvel)
0,Jason,Marvel,Silk,(Marvel)(Silk),Jason (Marvel)(Silk)
0,Sir James Jaspers,Marvel,Earth-238,(Marvel)(Earth-238),Sir James Jaspers (Marvel)(Earth-238)
0,Carlos Javier,Marvel,1602,(Marvel)(1602),Carlos Javier (Marvel)(1602)
0,Jawbreaker,Marvel,,(Marvel),Jawbreaker (Marvel)
0,Jaxon,Marvel,,(Marvel),Jaxon (Marvel)
0,Jazinda,Marvel,,(Marvel),Jazinda (Marvel)
0,Jazz,Marvel,,(Marvel),Jazz (Marvel)
0,Jazz,Marvel,House of M,(Marvel)(House of M),Jazz (Marvel)(House of M)
0,Jean,Marvel,,(Marvel),Jean (Marvel)
0,Madison Jeffries,Marvel,,(Marvel),Madison Jeffries (Marvel)
0,Madison Jeffries,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Madison Jeffries (Marvel)(Days of Future Now)
0,Robert Jema,Marvel,,(Marvel),Robert Jema (Marvel)
0,Jemiah the Analyzer,Marvel,Earth-4162,(Marvel)(Earth-4162),Jemiah the Analyzer (Marvel)(Earth-4162)
0,Abe Jenkins,Marvel,House of M,(Marvel)(House of M),Abe Jenkins (Marvel)(House of M)
0,Jennifer,Marvel,Secret Wars Journal,(Marvel)(Secret Wars Journal),Jennifer (Marvel)(Secret Wars Journal)
0,Jennix,Marvel,,(Marvel),Jennix (Marvel)
0,Jensen,Marvel,,(Marvel),Jensen (Marvel)
0,Jersey Devil,Marvel,,(Marvel),Jersey Devil (Marvel)
0,Jessie,Marvel,Sentinel,(Marvel)(Sentinel),Jessie (Marvel)(Sentinel)
0,Jack Jessup,Marvel,,(Marvel),Jack Jessup (Marvel)
0,Jester,Marvel,01 - Jonathan Powers,(Marvel)(01 - Jonathan Powers),Jester (Marvel)(01 - Jonathan Powers)
0,Jester,Marvel,02 - Jody Prutt,(Marvel)(02 - Jody Prutt),Jester (Marvel)(02 - Jody Prutt)
0,Jester,Marvel,03 - Crazy Gang,(Marvel)(03 - Crazy Gang),Jester (Marvel)(03 - Crazy Gang)
0,Jester,Marvel,Adventures,(Marvel)(Adventures),Jester (Marvel)(Adventures)
0,Jester,Marvel,MAX,(Marvel)(MAX),Jester (Marvel)(MAX)
0,Jesus Christ,Marvel,,(Marvel),Jesus Christ (Marvel)
0,Jet,Marvel,,(Marvel),Jet (Marvel)
0,Jet Black,Marvel,,(Marvel),Jet Black (Marvel)
0,Jetstream,Marvel,,(Marvel),Jetstream (Marvel)
0,Jetstream,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Jetstream (Marvel)(Age of Apocalypse)
0,Jewel,Marvel,,(Marvel),Jewel (Marvel)
0,Jewel,Marvel,Skrull imposter,(Marvel)(Skrull imposter),Jewel (Marvel)(Skrull imposter)
0,Jezebel,Marvel,,(Marvel),Jezebel (Marvel)
0,Jigsaw,Marvel,,(Marvel),Jigsaw (Marvel)
0,Jigsaw,Marvel,,(Marvel),Jigsaw (Marvel)
0,Jigsaw,Marvel,Earth X,(Marvel)(Earth X),Jigsaw (Marvel)(Earth X)
0,Jigsaw,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Jigsaw (Marvel)(Last Gun on Earth)
0,Jigsaw,Marvel,Max,(Marvel)(Max),Jigsaw (Marvel)(Max)
0,Jigsaw Man,Marvel,,(Marvel),Jigsaw Man (Marvel)
0,Jillian,Marvel,,(Marvel),Jillian (Marvel)
0,Jim,Marvel,AIM,(Marvel)(AIM),Jim (Marvel)(AIM)
0,Kyle Jinadu,Marvel,Sentinel Territories,(Marvel)(Sentinel Territories),Kyle Jinadu (Marvel)(Sentinel Territories)
0,Li Jing,Marvel,,(Marvel),Li Jing (Marvel)
0,Jinin,Marvel,,(Marvel),Jinin (Marvel)
0,Jink,Marvel,,(Marvel),Jink (Marvel)
0,Jinku,Marvel,Adventures,(Marvel)(Adventures),Jinku (Marvel)(Adventures)
0,Jinx,Marvel,,(Marvel),Jinx (Marvel)
0,Jinx,Marvel,,(Marvel),Jinx (Marvel)
0,The Jinx,Marvel,,(Marvel),The Jinx (Marvel)
0,JJ,Marvel,Deathlok,(Marvel)(Deathlok),JJ (Marvel)(Deathlok)
0,Jo,Marvel,,(Marvel),Jo (Marvel)
0,Joan,Marvel,,(Marvel),Joan (Marvel)
0,Joao,Marvel,,(Marvel),Joao (Marvel)
0,Jocasta,Marvel,01 - Avengers,(Marvel)(01 - Avengers),Jocasta (Marvel)(01 - Avengers)
0,Jocasta,Marvel,02 - Gatherers,(Marvel)(02 - Gatherers),Jocasta (Marvel)(02 - Gatherers)
0,Jocasta,Marvel,2020,(Marvel)(2020),Jocasta (Marvel)(2020)
0,Jocasta,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Jocasta (Marvel)(Days of Future Now)
0,Jocasta,Marvel,Earth-10102 - Machine-Earth,(Marvel)(Earth-10102 - Machine-Earth),Jocasta (Marvel)(Earth-10102 - Machine-Earth)
0,Jocasta,Marvel,Korvac Saga,(Marvel)(Korvac Saga),Jocasta (Marvel)(Korvac Saga)
0,Joe,Marvel,,(Marvel),Joe (Marvel)
0,Joe the Gorilla,Marvel,,(Marvel),Joe the Gorilla (Marvel)
0,Joelle,Marvel,,(Marvel),Joelle (Marvel)
0,Joey,Marvel,,(Marvel),Joey (Marvel)
0,Joey,Marvel,,(Marvel),Joey (Marvel)
0,Joey,Marvel,,(Marvel),Joey (Marvel)
0,Johann,Marvel,,(Marvel),Johann (Marvel)
0,Martha Johansson,Marvel,Earth-41001,(Marvel)(Earth-41001),Martha Johansson (Marvel)(Earth-41001)
0,John,Marvel,,(Marvel),John (Marvel)
0,John,Marvel,Civil War,(Marvel)(Civil War),John (Marvel)(Civil War)
0,Johnny,Marvel,Hawkeye,(Marvel)(Hawkeye),Johnny (Marvel)(Hawkeye)
0,Johnny Dee,Marvel,,(Marvel),Johnny Dee (Marvel)
0,Johnny Guitar,Marvel,,(Marvel),Johnny Guitar (Marvel)
0,Johnny the Gent,Marvel,,(Marvel),Johnny the Gent (Marvel)
0,5,Marvel,,(Marvel),5 (Marvel)
0,Becky Johnson,Marvel,,(Marvel),Becky Johnson (Marvel)
0,Freddie Johnson,Marvel,,(Marvel),Freddie Johnson (Marvel)
0,Walter Johnson,Marvel,,(Marvel),Walter Johnson (Marvel)
0,Johnson,Marvel,1602,(Marvel)(1602),Johnson (Marvel)(1602)
0,Johnson,Marvel,Movies,(Marvel)(Movies),Johnson (Marvel)(Movies)
0,Jiaying Johnson,Marvel,Movies,(Marvel)(Movies),Jiaying Johnson (Marvel)(Movies)
0,Johnson II,Marvel,,(Marvel),Johnson II (Marvel)
0,Joker,DC,Earth-9 - Tangent,(DC)(Earth-9 - Tangent),Joker (DC)(Earth-9 - Tangent)
0,Jolen,Marvel,,(Marvel),Jolen (Marvel)
0,Jolt,Marvel,,(Marvel),Jolt (Marvel)
0,Jolt,Marvel,MC2,(Marvel)(MC2),Jolt (Marvel)(MC2)
0,Jolt,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Jolt (Marvel)(Mini Marvels)
0,Jolt,Marvel,Zombies,(Marvel)(Zombies),Jolt (Marvel)(Zombies)
0,Jonah,Marvel,Carol Cadets,(Marvel)(Carol Cadets),Jonah (Marvel)(Carol Cadets)
0,Jonath,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Jonath (Marvel)(Age of Apocalypse)
0,Jonathan,Marvel,01 - Avengers Academy,(Marvel)(01 - Avengers Academy),Jonathan (Marvel)(01 - Avengers Academy)
0,Jonathan,Marvel,02 - wolverine,(Marvel)(02 - wolverine),Jonathan (Marvel)(02 - wolverine)
0,Alisa Jones,Marvel,,(Marvel),Alisa Jones (Marvel)
0,Charlotte Jones,Marvel,,(Marvel),Charlotte Jones (Marvel)
0,Jones,Marvel,,(Marvel),Jones (Marvel)
0,Hannah Jones,Marvel,,(Marvel),Hannah Jones (Marvel)
0,Jessica Campbell Jones,Marvel,,(Marvel),Jessica Campbell Jones (Marvel)
0,Joy Jones,Marvel,,(Marvel),Joy Jones (Marvel)
0,Katrina Jones,Marvel,,(Marvel),Katrina Jones (Marvel)
0,Manfred Jones,Marvel,,(Marvel),Manfred Jones (Marvel)
0,Marvin Jones,Marvel,,(Marvel),Marvin Jones (Marvel)
0,Jones,Marvel,,(Marvel),Jones (Marvel)
0,Jones,Marvel,,(Marvel),Jones (Marvel)
0,Zephyr Jones,Marvel,,(Marvel),Zephyr Jones (Marvel)
0,Jones,Marvel,Adventures,(Marvel)(Adventures),Jones (Marvel)(Adventures)
0,Rick Jones,Marvel,Adventures,(Marvel)(Adventures),Rick Jones (Marvel)(Adventures)
0,Charlotte Jones,Marvel,Days of Future Past,(Marvel)(Days of Future Past),Charlotte Jones (Marvel)(Days of Future Past)
0,Rick Jones,Marvel,Earth-31117,(Marvel)(Earth-31117),Rick Jones (Marvel)(Earth-31117)
0,Jones,Marvel,Earth-7711 - Rampaging Hulk,(Marvel)(Earth-7711 - Rampaging Hulk),Jones (Marvel)(Earth-7711 - Rampaging Hulk)
0,Jones,Marvel,Empire of the Dead,(Marvel)(Empire of the Dead),Jones (Marvel)(Empire of the Dead)
0,Jones,Marvel,Future Imperfect,(Marvel)(Future Imperfect),Jones (Marvel)(Future Imperfect)
0,Rick Jones,Marvel,Heroes Reborn,(Marvel)(Heroes Reborn),Rick Jones (Marvel)(Heroes Reborn)
0,Manfred Jones,Marvel,House of M,(Marvel)(House of M),Manfred Jones (Marvel)(House of M)
0,Jones,Marvel,House of M,(Marvel)(House of M),Jones (Marvel)(House of M)
0,Jessica Jones,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Jessica Jones (Marvel)(Last Gun on Earth)
0,Jones,Marvel,Movies,(Marvel)(Movies),Jones (Marvel)(Movies)
0,Hugh Jones,Marvel,Movies,(Marvel)(Movies),Hugh Jones (Marvel)(Movies)
0,Jessica Jones,Marvel,Movies,(Marvel)(Movies),Jessica Jones (Marvel)(Movies)
0,Jones,Marvel,Secret Wars,(Marvel)(Secret Wars),Jones (Marvel)(Secret Wars)
0,Rick Jones,Marvel,Ultimate,(Marvel)(Ultimate),Rick Jones (Marvel)(Ultimate)
0,Cage,Marvel,,(Marvel),Cage (Marvel)
0,Cage,Marvel,A-Force,(Marvel)(A-Force),Cage (Marvel)(A-Force)
0,Jordahl,Marvel,Earth-3515,(Marvel)(Earth-3515),Jordahl (Marvel)(Earth-3515)
0,Jorge,Marvel,,(Marvel),Jorge (Marvel)
0,Jorma,Marvel,,(Marvel),Jorma (Marvel)
0,Jornik,Marvel,,(Marvel),Jornik (Marvel)
0,Joseph,Marvel,,(Marvel),Joseph (Marvel)
0,Joseph,Marvel,Animated,(Marvel)(Animated),Joseph (Marvel)(Animated)
0,Sheva Josephs,Marvel,MAX,(Marvel)(MAX),Sheva Josephs (Marvel)(MAX)
0,Josie,Marvel,,(Marvel),Josie (Marvel)
0,Erik Josten,Marvel,House of M,(Marvel)(House of M),Erik Josten (Marvel)(House of M)
0,Jowath,Marvel,,(Marvel),Jowath (Marvel)
0,Joystick,Marvel,,(Marvel),Joystick (Marvel)
0,Jubilee,Marvel,,(Marvel),Jubilee (Marvel)
0,Jubilee,Marvel,Adventures,(Marvel)(Adventures),Jubilee (Marvel)(Adventures)
0,Jubilee,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Jubilee (Marvel)(Age of Apocalypse)
0,Jubilee,Marvel,Age of X,(Marvel)(Age of X),Jubilee (Marvel)(Age of X)
0,Jubilee,Marvel,Animated,(Marvel)(Animated),Jubilee (Marvel)(Animated)
0,Jubilee,Marvel,Days of Future Past,(Marvel)(Days of Future Past),Jubilee (Marvel)(Days of Future Past)
0,Jubilee,Marvel,Earth X,(Marvel)(Earth X),Jubilee (Marvel)(Earth X)
0,Jubilee,Marvel,Earth-41001,(Marvel)(Earth-41001),Jubilee (Marvel)(Earth-41001)
0,Jubilee,Marvel,House of M,(Marvel)(House of M),Jubilee (Marvel)(House of M)
0,Jubilee,Marvel,MC2,(Marvel)(MC2),Jubilee (Marvel)(MC2)
0,Jubilee,Marvel,Mutant X,(Marvel)(Mutant X),Jubilee (Marvel)(Mutant X)
0,Jubilee,Marvel,Old Man Logan,(Marvel)(Old Man Logan),Jubilee (Marvel)(Old Man Logan)
0,Jubilee,Marvel,Renew Your Vows,(Marvel)(Renew Your Vows),Jubilee (Marvel)(Renew Your Vows)
0,Jubilee,Marvel,Runaways,(Marvel)(Runaways),Jubilee (Marvel)(Runaways)
0,Jubilee,Marvel,Ultimate,(Marvel)(Ultimate),Jubilee (Marvel)(Ultimate)
0,Jubilee,Marvel,X-Babies,(Marvel)(X-Babies),Jubilee (Marvel)(X-Babies)
0,Eugene Judd,Marvel,Noir,(Marvel)(Noir),Eugene Judd (Marvel)(Noir)
0,Jude,Marvel,,(Marvel),Jude (Marvel)
0,Judex,Marvel,,(Marvel),Judex (Marvel)
0,Judge,Marvel,01 - Michael Hart,(Marvel)(01 - Michael Hart),Judge (Marvel)(01 - Michael Hart)
0,Judge,Marvel,02 - Judge,(Marvel)(02 - Judge),Judge (Marvel)(02 - Judge)
0,Judgment,Marvel,,(Marvel),Judgment (Marvel)
0,Juggernaut,Marvel,01 - Cain Marko,(Marvel)(01 - Cain Marko),Juggernaut (Marvel)(01 - Cain Marko)
0,Juggernaut,Marvel,02 - Ed Starkweather,(Marvel)(02 - Ed Starkweather),Juggernaut (Marvel)(02 - Ed Starkweather)
0,Juggernaut,Marvel,Adventures,(Marvel)(Adventures),Juggernaut (Marvel)(Adventures)
0,Juggernaut,Marvel,Animated,(Marvel)(Animated),Juggernaut (Marvel)(Animated)
0,Juggernaut,Marvel,Battleworld,(Marvel)(Battleworld),Juggernaut (Marvel)(Battleworld)
0,Juggernaut,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Juggernaut (Marvel)(Days of Future Now)
0,Juggernaut,Marvel,Earth 9997 - Earth X,(Marvel)(Earth 9997 - Earth X),Juggernaut (Marvel)(Earth 9997 - Earth X)
0,Juggernaut,Marvel,Earth-1815 - Exiles,(Marvel)(Earth-1815 - Exiles),Juggernaut (Marvel)(Earth-1815 - Exiles)
0,Juggernaut,Marvel,Earth-41001,(Marvel)(Earth-41001),Juggernaut (Marvel)(Earth-41001)
0,Juggernaut,Marvel,Earth-8545,(Marvel)(Earth-8545),Juggernaut (Marvel)(Earth-8545)
0,Juggernaut,Marvel,Earth-90631 - Exiles,(Marvel)(Earth-90631 - Exiles),Juggernaut (Marvel)(Earth-90631 - Exiles)
0,Juggernaut,Marvel,House of M,(Marvel)(House of M),Juggernaut (Marvel)(House of M)
0,Juggernaut,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Juggernaut (Marvel)(Last Gun on Earth)
0,Juggernaut,Marvel,Mangaverse,(Marvel)(Mangaverse),Juggernaut (Marvel)(Mangaverse)
0,Juggernaut,Marvel,Mutant X,(Marvel)(Mutant X),Juggernaut (Marvel)(Mutant X)
0,Juggernaut,Marvel,Skrull imposter,(Marvel)(Skrull imposter),Juggernaut (Marvel)(Skrull imposter)
0,Juggernaut,Marvel,Super Hero Squad,(Marvel)(Super Hero Squad),Juggernaut (Marvel)(Super Hero Squad)
0,Juggernaut,Marvel,Ultimate,(Marvel)(Ultimate),Juggernaut (Marvel)(Ultimate)
0,Juggernaut,Marvel,X-Babies,(Marvel)(X-Babies),Juggernaut (Marvel)(X-Babies)
0,Juggernaut,Marvel,X-Campus,(Marvel)(X-Campus),Juggernaut (Marvel)(X-Campus)
0,Juggernaut,Marvel,Zombies,(Marvel)(Zombies),Juggernaut (Marvel)(Zombies)
0,Juice,Marvel,,(Marvel),Juice (Marvel)
0,Juliet,Marvel,,(Marvel),Juliet (Marvel)
0,Junior,Marvel,,(Marvel),Junior (Marvel)
0,Juniper,Marvel,Movies,(Marvel)(Movies),Juniper (Marvel)(Movies)
0,Junk,Marvel,,(Marvel),Junk (Marvel)
0,Junkpile,Marvel,2099,(Marvel)(2099),Junkpile (Marvel)(2099)
0,Juno,Marvel,,(Marvel),Juno (Marvel)
0,Junta,Marvel,,(Marvel),Junta (Marvel)
0,Justice,Marvel,,(Marvel),Justice (Marvel)
0,Justice,Marvel,Horse,(Marvel)(Horse),Justice (Marvel)(Horse)
0,Justice,Marvel,Renew,(Marvel)(Renew),Justice (Marvel)(Renew)
0,Justice,Marvel,Trrunk,(Marvel)(Trrunk),Justice (Marvel)(Trrunk)
0,Justice Goodwill,Marvel,,(Marvel),Justice Goodwill (Marvel)
0,Justice Hope,Marvel,,(Marvel),Justice Hope (Marvel)
0,Justice Love,Marvel,,(Marvel),Justice Love (Marvel)
0,Justice Peace,Marvel,,(Marvel),Justice Peace (Marvel)
0,Justicer Bull,Marvel,Earth-23238,(Marvel)(Earth-23238),Justicer Bull (Marvel)(Earth-23238)
0,Justin,Marvel,Ultimate,(Marvel)(Ultimate),Justin (Marvel)(Ultimate)
0,s Sentinel,Marvel,,(Marvel),s Sentinel (Marvel)
0,Ritter,Marvel,,(Marvel),Ritter (Marvel)
0,Rin,Marvel,,(Marvel),Rin (Marvel)
0,Tan,Marvel,,(Marvel),Tan (Marvel)
0,Tyah,Marvel,,(Marvel),Tyah (Marvel)
0,Zar,Marvel,01 - David Rand,(Marvel)(01 - David Rand),Zar (Marvel)(01 - David Rand)
0,Zar,Marvel,02 - Kevin Plunder,(Marvel)(02 - Kevin Plunder),Zar (Marvel)(02 - Kevin Plunder)
0,Zar,Marvel,Adventures,(Marvel)(Adventures),Zar (Marvel)(Adventures)
0,Zar,Marvel,Animated,(Marvel)(Animated),Zar (Marvel)(Animated)
0,Zar,Marvel,Earth 9997 - Earth X,(Marvel)(Earth 9997 - Earth X),Zar (Marvel)(Earth 9997 - Earth X)
0,Zar,Marvel,Super Hero Squad,(Marvel)(Super Hero Squad),Zar (Marvel)(Super Hero Squad)
0,Zar,Marvel,Ultimate,(Marvel)(Ultimate),Zar (Marvel)(Ultimate)
0,Zar,Marvel,X-Babies,(Marvel)(X-Babies),Zar (Marvel)(X-Babies)
0,Zar,Marvel,Zombies,(Marvel)(Zombies),Zar (Marvel)(Zombies)
0,Kaboom,Marvel,,(Marvel),Kaboom (Marvel)
0,Back,Marvel,,(Marvel),Back (Marvel)
0,Kacy,Marvel,,(Marvel),Kacy (Marvel)
0,Kaecilius,Marvel,,(Marvel),Kaecilius (Marvel)
0,Kaecilius,Marvel,Movies,(Marvel)(Movies),Kaecilius (Marvel)(Movies)
0,Uwe Kael,Marvel,,(Marvel),Uwe Kael (Marvel)
0,Kafka,Marvel,,(Marvel),Kafka (Marvel)
0,Kahlil,Marvel,,(Marvel),Kahlil (Marvel)
0,Kaidan,Marvel,,(Marvel),Kaidan (Marvel)
0,Elloe Kaifi,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Elloe Kaifi (Marvel)(Mini Marvels)
0,Elloe Kaifi,Marvel,Zombies,(Marvel)(Zombies),Elloe Kaifi (Marvel)(Zombies)
0,Morgan Kain,Marvel,,(Marvel),Morgan Kain (Marvel)
0,Kaine,Marvel,,(Marvel),Kaine (Marvel)
0,Kaine,Marvel,Ultimate,(Marvel)(Ultimate),Kaine (Marvel)(Ultimate)
0,Kala,Marvel,,(Marvel),Kala (Marvel)
0,Kala,Marvel,Adventures,(Marvel)(Adventures),Kala (Marvel)(Adventures)
0,Kaldera,Marvel,,(Marvel),Kaldera (Marvel)
0,Jackson Kale,Marvel,,(Marvel),Jackson Kale (Marvel)
0,Jennifer Kale,Marvel,,(Marvel),Jennifer Kale (Marvel)
0,Kali,Marvel,01 - Iceman foe,(Marvel)(01 - Iceman foe),Kali (Marvel)(01 - Iceman foe)
0,Kali,Marvel,02 - Shroud character,(Marvel)(02 - Shroud character),Kali (Marvel)(02 - Shroud character)
0,Kali,Marvel,03 - X-Men foe,(Marvel)(03 - X-Men foe),Kali (Marvel)(03 - X-Men foe)
0,Kali,Marvel,04 - God,(Marvel)(04 - God),Kali (Marvel)(04 - God)
0,Kali,Marvel,05 - Fanatix,(Marvel)(05 - Fanatix),Kali (Marvel)(05 - Fanatix)
0,Kalinq,Marvel,,(Marvel),Kalinq (Marvel)
0,Kalxor,Marvel,Ultimate,(Marvel)(Ultimate),Kalxor (Marvel)(Ultimate)
0,Kamar,Marvel,01 - Cult of Entropy,(Marvel)(01 - Cult of Entropy),Kamar (Marvel)(01 - Cult of Entropy)
0,Kamar,Marvel,02 - son of Namor,(Marvel)(02 - son of Namor),Kamar (Marvel)(02 - son of Namor)
0,Kamikaze,Marvel,,(Marvel),Kamikaze (Marvel)
0,Kaminari,Marvel,Japanese Goddess,(Marvel)(Japanese Goddess),Kaminari (Marvel)(Japanese Goddess)
0,Kamran,Marvel,,(Marvel),Kamran (Marvel)
0,Garrison Kane,Marvel,Earth-3031,(Marvel)(Earth-3031),Garrison Kane (Marvel)(Earth-3031)
0,Kane,Marvel,Ultimate,(Marvel)(Ultimate),Kane (Marvel)(Ultimate)
0,Kang,Marvel,,(Marvel),Kang (Marvel)
0,Kang,Marvel,Earth 9997 - Earth X,(Marvel)(Earth 9997 - Earth X),Kang (Marvel)(Earth 9997 - Earth X)
0,Kang,Marvel,Earth Mesozic-24,(Marvel)(Earth Mesozic-24),Kang (Marvel)(Earth Mesozic-24)
0,Kang,Marvel,,(Marvel),Kang (Marvel)
0,Kang,Marvel,Heroes Reborn,(Marvel)(Heroes Reborn),Kang (Marvel)(Heroes Reborn)
0,Kang,Marvel,Scorched Earth,(Marvel)(Scorched Earth),Kang (Marvel)(Scorched Earth)
0,Kang,Marvel,Siege,(Marvel)(Siege),Kang (Marvel)(Siege)
0,Kang,Marvel,Ultimate,(Marvel)(Ultimate),Kang (Marvel)(Ultimate)
0,Kangaroo,Marvel,01 - Frank Oliver,(Marvel)(01 - Frank Oliver),Kangaroo (Marvel)(01 - Frank Oliver)
0,Kangaroo,Marvel,02 - Brian Hibbs,(Marvel)(02 - Brian Hibbs),Kangaroo (Marvel)(02 - Brian Hibbs)
0,Kangaroo,Marvel,Ultimate,(Marvel)(Ultimate),Kangaroo (Marvel)(Ultimate)
0,Kangaroo the Conqueror,Marvel,Ultimate,(Marvel)(Ultimate),Kangaroo the Conqueror (Marvel)(Ultimate)
0,Kantu,Marvel,,(Marvel),Kantu (Marvel)
0,Jeff Kaplan,Marvel,,(Marvel),Jeff Kaplan (Marvel)
0,Rebecca Kaplan,Marvel,,(Marvel),Rebecca Kaplan (Marvel)
0,Kára,Marvel,,(Marvel),Kára (Marvel)
0,Karasu,Marvel,,(Marvel),Karasu (Marvel)
0,Kargul,Marvel,,(Marvel),Kargul (Marvel)
0,Karicus,Marvel,,(Marvel),Karicus (Marvel)
0,Karisma,Marvel,,(Marvel),Karisma (Marvel)
0,Karl,Marvel,Avengers Assembly,(Marvel)(Avengers Assembly),Karl (Marvel)(Avengers Assembly)
0,Karma,Marvel,,(Marvel),Karma (Marvel)
0,Karma,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Karma (Marvel)(Age of Apocalypse)
0,Karma,Marvel,Age Of X,(Marvel)(Age Of X),Karma (Marvel)(Age Of X)
0,Karma,Marvel,Days of Future Past,(Marvel)(Days of Future Past),Karma (Marvel)(Days of Future Past)
0,Karma,Marvel,Earth-41001,(Marvel)(Earth-41001),Karma (Marvel)(Earth-41001)
0,Karma,Marvel,Earth-600123,(Marvel)(Earth-600123),Karma (Marvel)(Earth-600123)
0,Karma,Marvel,House of M,(Marvel)(House of M),Karma (Marvel)(House of M)
0,Karma,Marvel,Ultimate,(Marvel)(Ultimate),Karma (Marvel)(Ultimate)
0,Karma,Marvel,X-Tinction Agenda,(Marvel)(X-Tinction Agenda),Karma (Marvel)(X-Tinction Agenda)
0,Karn,Marvel,,(Marvel),Karn (Marvel)
0,Karnak,Marvel,,(Marvel),Karnak (Marvel)
0,Karnak,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Karnak (Marvel)(Age of Apocalypse)
0,Karnak,Marvel,Apes,(Marvel)(Apes),Karnak (Marvel)(Apes)
0,Karnak,Marvel,Attilan Rising,(Marvel)(Attilan Rising),Karnak (Marvel)(Attilan Rising)
0,Karnak,Marvel,Earth 9997 - Earth X,(Marvel)(Earth 9997 - Earth X),Karnak (Marvel)(Earth 9997 - Earth X)
0,Karnak,Marvel,Earth-42777,(Marvel)(Earth-42777),Karnak (Marvel)(Earth-42777)
0,Karnak,Marvel,Earth-8545,(Marvel)(Earth-8545),Karnak (Marvel)(Earth-8545)
0,Karnak,Marvel,Heroes Reborn,(Marvel)(Heroes Reborn),Karnak (Marvel)(Heroes Reborn)
0,Karnak,Marvel,Mangaverse,(Marvel)(Mangaverse),Karnak (Marvel)(Mangaverse)
